"dataname","replacement","Npredator","Nprey","Nconsumed.mean","Nconsumed.var","Nconsumed.se","n","log.Nconsumed.mean","log.Nconsumed.var","log.Npredator"
"Eveleigh_1982_pa",FALSE,1,30,12,24.6016,0.62,8,2.484906649788,3.20281148147367,0
"Eveleigh_1982_pa",FALSE,1,40,13.6,7.84,0.35,8,2.61006979274201,2.05923883436232,0
"Eveleigh_1982_pa",FALSE,1,60,19.6,11.2896,0.48,7,2.97552956623647,2.42388194795023,0
"Eveleigh_1982_pa",FALSE,1,120,18.6,33.7561,0.83,7,2.92316158071916,3.51916114172764,0
"Eveleigh_1982_pa",FALSE,2,20,10.46,1.69,0.26,5,2.34755845863678,0.524728528934982,0.693147180559945
"Eveleigh_1982_pa",FALSE,2,40,13.72,38.44,1.24,5,2.61885462229774,3.64909858410209,0.693147180559945
"Eveleigh_1982_pa",FALSE,2,60,25.84,34.81,1.18,5,3.2519236789144,3.54990470182335,0.693147180559945
"Eveleigh_1982_pa",FALSE,2,120,35.16,72.25,1.7,5,3.55990907281698,4.28013232699254,0.693147180559945
"Eveleigh_1982_pa",FALSE,4,40,19.68,29.16,1.08,5,2.97960289162411,3.37279790714046,1.38629436111989
"Eveleigh_1982_pa",FALSE,4,60,20.96,38.44,1.24,5,3.04261585945284,3.64909858410209,1.38629436111989
"Eveleigh_1982_pa",FALSE,4,80,32.24,104.04,2.04,5,3.47320791763843,4.64477544058045,1.38629436111989
"Eveleigh_1982_pa",FALSE,4,120,46.88,54.76,1.48,5,3.84759114526876,4.00296000042025,1.38629436111989
"Eveleigh_1982_pa",FALSE,4,240,55.76,262.44,3.24,5,4.02105676645227,5.57002248447668,1.38629436111989
"Eveleigh_1982_pa",FALSE,6,40,34.8,29.16,1.08,5,3.54961738678043,3.37279790714046,1.79175946922805
"Eveleigh_1982_pa",FALSE,6,60,37.44,110.25,2.1,5,3.62273965160939,4.70275051432696,1.79175946922805
"Eveleigh_1982_pa",FALSE,6,120,54.48,98.01,1.98,5,3.99783366184126,4.58506951428109,1.79175946922805
"Eveleigh_1982_pa",FALSE,6,180,67.8,506.25,4.5,5,4.21656219494635,6.22703061842075,1.79175946922805
"Eveleigh_1982_pd",FALSE,1,4,3.8,1.69,0.13,10,1.33500106673234,0.524728528934982,0
"Eveleigh_1982_pd",FALSE,1,5,4.33,2.3409,0.17,9,1.4655675420144,0.850535470808688,0
"Eveleigh_1982_pd",FALSE,1,6,4.8,8.41,0.29,10,1.56861591791385,2.12942147398486,0
"Eveleigh_1982_pd",FALSE,1,10,6.5,6.76,0.26,10,1.87180217690159,1.91102289005487,0
"Eveleigh_1982_pd",FALSE,1,20,7.91,10.1761,0.29,11,2.06812778177956,2.32004183359351,0
"Eveleigh_1982_pd",FALSE,1,30,7.5,11.56,0.34,10,2.01490302054226,2.44755086324423,0
"Eveleigh_1982_pd",FALSE,1,60,9.67,6.8121,0.29,9,2.2690283094652,1.9187004426692,0
"Eveleigh_1982_pd",FALSE,2,10,9.78,1.5876,0.14,9,2.28033948404673,0.462223441926774,0.693147180559945
"Eveleigh_1982_pd",FALSE,2,12,10.58,1.96,0.2,7,2.35896542643015,0.672944473242426,0.693147180559945
"Eveleigh_1982_pd",FALSE,2,20,14.9,7.84,0.28,10,2.70136121295141,2.05923883436232,0.693147180559945
"Eveleigh_1982_pd",FALSE,2,30,13.82,19.36,0.4,11,2.62611681833952,2.96320908184843,0.693147180559945
"Eveleigh_1982_pd",FALSE,2,60,18.22,62.7264,0.88,9,2.90251989183181,4.13878241165267,0.693147180559945
"Eveleigh_1982_pd",FALSE,3,20,18.75,12.96,0.45,8,2.93119375241642,2.56186769092413,1.09861228866811
"Eveleigh_1982_pd",FALSE,3,30,18.75,68.0625,0.75,11,2.93119375241642,4.22042640069318,1.09861228866811
"Eveleigh_1982_pd",FALSE,3,60,26.1,96.8256,1.23,8,3.26193531432865,4.57291142212832,1.09861228866811
"Eveleigh_1982_pd",FALSE,4,16,15.76,1.2544,0.16,7,2.75747508442973,0.226657370614006,1.38629436111989
"Eveleigh_1982_pd",FALSE,4,20,18.84,36,0.6,10,2.93598226914822,3.58351893845611,1.38629436111989
"Eveleigh_1982_pd",FALSE,4,24,22.88,14.7456,0.64,6,3.1302631665116,2.69094473319927,1.38629436111989
"Eveleigh_1982_pd",FALSE,4,30,27.04,17.3056,0.52,8,3.29731725117476,2.85103014854634,1.38629436111989
"Eveleigh_1982_pd",FALSE,4,40,29.44,23.04,0.6,8,3.38235429386068,3.13723183582769,1.38629436111989
"Eveleigh_1982_pd",FALSE,4,60,30.8,80.2816,1.12,8,3.42751468997953,4.38554045397368,1.38629436111989
"Eveleigh_1982_pd",FALSE,5,30,29.75,4,0.25,8,3.39282913199164,1.38629436111989,1.6094379124341
"Eveleigh_1982_pd",FALSE,5,60,36.75,36,0.75,8,3.60413822565885,3.58351893845611,1.6094379124341
"Eveleigh_1982_pd",FALSE,6,30,29.04,18.6624,0.48,9,3.3686741899566,2.92651080451204,1.79175946922805
"Eveleigh_1982_pd",FALSE,6,36,34.2,27.8784,0.66,8,3.53222564406856,3.32785219543634,1.79175946922805
"Eveleigh_1982_pd",FALSE,6,60,49.56,23.04,0.6,8,3.90318405676094,3.13723183582769,1.79175946922805
"Eveleigh_1982_pd",FALSE,10,50,49.8,1.44,0.2,6,3.90801498403061,0.36464311358791,2.30258509299405
"Eveleigh_1982_pd",FALSE,10,60,57.9,82.81,1.3,7,4.05871738457895,4.41654882704561,2.30258509299405
"Eveleigh_1982_pd",FALSE,10,100,82.2,110.25,2.1,5,4.40915530206213,4.70275051432696,2.30258509299405
"Eveleigh_1982_pp",FALSE,1,4,3.26,1,0.1,10,1.18172719537862,0,0
"Eveleigh_1982_pp",FALSE,1,5,3.67,4.6656,0.24,9,1.30019166206648,1.54021644339215,0
"Eveleigh_1982_pp",FALSE,1,6,3.9,6.4009,0.23,11,1.3609765531356,1.85643860547886,0
"Eveleigh_1982_pp",FALSE,1,10,4.54,2.25,0.15,10,1.51292701205326,0.810930216216329,0
"Eveleigh_1982_pp",FALSE,1,20,5.18,13.1769,0.33,11,1.64480505627139,2.57846529655352,0
"Eveleigh_1982_pp",FALSE,1,30,5.9,9.61,0.31,10,1.77495235091167,2.2628042229822,0
"Eveleigh_1982_pp",FALSE,1,60,7.5,6.9696,0.33,8,2.01490302054226,1.94155783431645,0
"Eveleigh_1982_pp",FALSE,2,10,8.7,4,0.2,10,2.16332302566054,1.38629436111989,0.693147180559945
"Eveleigh_1982_pp",FALSE,2,12,9.78,1.5876,0.14,9,2.28033948404673,0.462223441926774,0.693147180559945
"Eveleigh_1982_pp",FALSE,2,20,11.36,12.3904,0.32,11,2.43009841329301,2.51692197922001,0.693147180559945
"Eveleigh_1982_pp",FALSE,2,30,11.26,73.6164,0.78,11,2.42125662271154,4.29886782699974,0.693147180559945
"Eveleigh_1982_pp",FALSE,2,60,12.56,27.2484,0.58,9,2.53051716104005,3.30499480378909,0.693147180559945
"Eveleigh_1982_pp",FALSE,3,20,13.65,23.04,0.48,10,2.61373952163097,3.13723183582769,1.09861228866811
"Eveleigh_1982_pp",FALSE,3,30,15.06,29.16,0.54,10,2.71204222237175,3.37279790714046,1.09861228866811
"Eveleigh_1982_pp",FALSE,3,60,19.41,32.1489,0.63,9,2.96578839718092,3.47037823547932,1.09861228866811
"Eveleigh_1982_pp",FALSE,4,16,15.24,4.6656,0.24,9,2.7239235502585,1.54021644339215,1.38629436111989
"Eveleigh_1982_pp",FALSE,4,20,17.96,12.96,0.4,9,2.88814706287405,2.56186769092413,1.38629436111989
"Eveleigh_1982_pp",FALSE,4,24,16,118.3744,1.36,8,2.77258872223978,4.77385248285559,1.38629436111989
"Eveleigh_1982_pp",FALSE,4,30,19.6,69.2224,1.04,8,2.97552956623647,4.23732450966623,1.38629436111989
"Eveleigh_1982_pp",FALSE,4,40,21.92,51.84,0.8,9,3.08739946207981,3.94816205204402,1.38629436111989
"Eveleigh_1982_pp",FALSE,4,60,22.56,86.1184,1.16,8,3.11617842662986,4.45572309359622,1.38629436111989
"Eveleigh_1982_pp",FALSE,5,30,24.9,36,0.6,10,3.21486780347066,3.58351893845611,1.6094379124341
"Eveleigh_1982_pp",FALSE,5,60,29.4,7.84,0.35,8,3.38099467434464,2.05923883436232,1.6094379124341
"Eveleigh_1982_pp",FALSE,6,24,23.22,12.96,0.36,10,3.14501397626975,2.56186769092413,1.79175946922805
"Eveleigh_1982_pp",FALSE,6,30,25.8,39.69,0.9,7,3.25037449192757,3.68109926679497,1.79175946922805
"Eveleigh_1982_pp",FALSE,6,36,27.48,51.84,0.9,8,3.31345846735415,3.94816205204402,1.79175946922805
"Eveleigh_1982_pp",FALSE,6,60,31.44,144,1.5,8,3.44808096756101,4.969813299576,1.79175946922805
"Eveleigh_1982_pp",FALSE,10,50,45.8,92.16,1.2,8,3.82428409112014,4.52352619694758,2.30258509299405
"Eveleigh_1982_pp",FALSE,10,60,50.6,184.96,1.7,8,3.92395157629342,5.22013958548401,2.30258509299405
"Eveleigh_1982_pp",FALSE,10,100,66.8,49,1.4,5,4.2017030805426,3.89182029811063,2.30258509299405
"Fussmann_2005",TRUE,1,50000,37.5,71,2.10653744329409,4,3.62434093297637,4.26267987704132,0
"Fussmann_2005",TRUE,5,50000,158.75,286.25,4.22973107892216,4,5.0673306377728,5.65686555486845,1.6094379124341
"Fussmann_2005",TRUE,25,50000,860,6812.66666666667,20.6347199318689,4,6.75693238924755,8.82653890350404,3.2188758248682
"Fussmann_2005",TRUE,125,50000,3748.5,173564.333333333,104.152632387921,4,8.22911103894312,12.064303606951,4.8283137373023
"Fussmann_2005",TRUE,1,55000,11,8,1.4142135623731,2,2.39789527279837,2.07944154167984,0
"Fussmann_2005",TRUE,5,55000,52,50,3.53553390593274,2,3.95124371858143,3.91202300542815,1.6094379124341
"Fussmann_2005",TRUE,25,55000,215,5408,36.7695526217005,2,5.37063802812766,8.5956346177228,3.2188758248682
"Fussmann_2005",TRUE,125,55000,956.5,56784.5,119.147492629933,2,6.86328078888031,10.9470186801448,4.8283137373023
"Fussmann_2005",TRUE,25,253000,6451,11858,54.4472221513642,2,8.77199043653224,9.38075802426731,3.2188758248682
"Fussmann_2005",TRUE,1,497000,412,49298,111.015764646288,2,6.02102334934953,10.8056387912566,0
"Fussmann_2005",TRUE,1,1030000,459,10368,50.9116882454314,2,6.12905021006055,9.24647941859206,0
"Griffen_2007_f1a",FALSE,2,5,1.791,3.211264,0.448,4,0.582774123078575,1.16666462910548,0.693147180559945
"Griffen_2007_f1a",FALSE,2,10,3.582,51.322896,1.791,4,1.27592130363852,3.93813696839693,0.693147180559945
"Griffen_2007_f1a",FALSE,2,15,12.313,7.225344,0.672,4,2.51065561481073,1.97759484532181,0.693147180559945
"Griffen_2007_f1a",FALSE,2,20,12.313,115.519504,2.687,4,2.51065561481073,4.74943938150649,0.693147180559945
"Griffen_2007_f1a",FALSE,2,25,14.552,80.209936,2.239,4,2.67772844121582,4.38464739747302,0.693147180559945
"Griffen_2007_f1a",FALSE,2,30,14.776,320.839744,4.478,4,2.69300424289694,5.77094175859291,0.693147180559945
"Griffen_2007_f1a",FALSE,2,45,27.313,180.418624,3.358,4,3.3073627793244,5.19527983955048,0.693147180559945
"Griffen_2007_f1a",FALSE,2,60,35.149,501.222544,5.597,4,3.55959616834985,6.21705020205823,0.693147180559945
"Griffen_2007_f1a",FALSE,2,90,31.791,205.291584,3.582,4,3.45918323086081,5.32443132951682,0.693147180559945
"Griffen_2007_f1a",FALSE,1,5,1.567,3.211264,0.448,4,0.449162963373884,1.16666462910548,0
"Griffen_2007_f1a",FALSE,1,10,4.925,39.287824,1.567,4,1.59432427462405,3.67091464898755,0
"Griffen_2007_f1a",FALSE,1,15,8.284,157.151296,3.134,4,2.11432594353334,5.05720901010744,0
"Griffen_2007_f1a",FALSE,1,20,10.075,80.209936,2.239,4,2.31005710783275,4.38464739747302,0
"Griffen_2007_f1a",FALSE,1,25,16.567,180.418624,3.358,4,2.8074127649564,5.19527983955048,0
"Griffen_2007_f1a",FALSE,1,30,13.209,64.9636,2.015,4,2.58089841544173,4.17382711303707,0
"Griffen_2007_f1a",FALSE,1,45,19.254,80.209936,2.239,4,2.95771883135577,4.38464739747302,0
"Griffen_2007_f1a",FALSE,1,60,21.493,205.291584,3.582,4,3.06772730072514,5.32443132951682,0
"Griffen_2007_f1a",FALSE,1,90,22.836,1552.675216,9.851,4,3.12833823810201,7.34773466798687,0
"Griffen_2007_f1a",FALSE,4,5,2.239,3.211264,0.448,4,0.806029337616618,1.16666462910548,1.38629436111989
"Griffen_2007_f1a",FALSE,4,10,4.701,7.225344,0.672,4,1.54777525204199,1.97759484532181,1.38629436111989
"Griffen_2007_f1a",FALSE,4,15,7.388,97.061904,2.463,4,1.99985706233699,4.57534896051658,1.38629436111989
"Griffen_2007_f1a",FALSE,4,20,15.672,3.211264,0.448,4,2.75187568064224,1.16666462910548,1.38629436111989
"Griffen_2007_f1a",FALSE,4,25,16.119,289.544256,4.254,4,2.77999870041479,5.66830815579587,1.38629436111989
"Griffen_2007_f1a",FALSE,4,30,19.701,64.9636,2.015,4,2.98066939587695,4.17382711303707,1.38629436111989
"Griffen_2007_f1a",FALSE,4,45,23.507,461.906064,5.373,4,3.15729824913538,6.13536154573315,1.38629436111989
"Griffen_2007_f1a",FALSE,4,60,42.09,157.151296,3.134,4,3.73981018278248,5.05720901010744,1.38629436111989
"Griffen_2007_f1a",FALSE,4,90,33.358,2697.7636,12.985,4,3.50729762365498,7.9001784124692,1.38629436111989
"Griffen_2007_f1b",FALSE,1,5,1.045,2.795584,0.418,4,0.0440168854167743,1.02804102932502,0
"Griffen_2007_f1b",FALSE,1,10,2.718,25.160256,1.254,4,0.999896315728952,3.22526560666124,0
"Griffen_2007_f1b",FALSE,1,15,6.899,137.077264,2.927,4,1.93137647356397,4.92054473765928,0
"Griffen_2007_f1b",FALSE,1,20,8.153,137.077264,2.927,4,2.09838595768077,4.92054473765928,0
"Griffen_2007_f1b",FALSE,1,25,7.317,279.692176,4.181,4,1.99020040790189,5.63368962698864,0
"Griffen_2007_f1b",FALSE,1,30,8.153,118.200384,2.718,4,2.09838595768077,4.77238135369769,0
"Griffen_2007_f1b",FALSE,1,45,3.763,2.795584,0.418,4,1.3252165116113,1.02804102932502,0
"Griffen_2007_f1b",FALSE,1,60,25.505,1748.243344,10.453,4,3.23887451137489,7.46636675934092,0
"Griffen_2007_f1b",FALSE,1,90,17.352,472.801536,5.436,4,2.85370777352457,6.15867571481758,0
"Griffen_2007_f1b",FALSE,2,5,1.045,2.795584,0.418,4,0.0440168854167743,1.02804102932502,0.693147180559945
"Griffen_2007_f1b",FALSE,2,10,2.718,69.956496,2.091,4,0.999896315728952,4.24787356313277,0.693147180559945
"Griffen_2007_f1b",FALSE,2,15,6.481,56.670784,1.882,4,1.86887481944558,4.03725880456616,0.693147180559945
"Griffen_2007_f1b",FALSE,2,20,6.272,157.351936,3.136,4,1.83609528304811,5.0584849272161,0.693147180559945
"Griffen_2007_f1b",FALSE,2,25,9.826,137.077264,2.927,4,2.28503193374646,4.92054473765928,0.693147180559945
"Griffen_2007_f1b",FALSE,2,30,17.979,179.0244,3.345,4,2.88920441014416,5.18752210940016,0.693147180559945
"Griffen_2007_f1b",FALSE,2,45,16.098,588.159504,6.063,4,2.77869504067154,6.37699817641897,0.693147180559945
"Griffen_2007_f1b",FALSE,2,60,29.477,226.562704,3.763,4,3.3836102982351,5.42302174546238,0.693147180559945
"Griffen_2007_f1b",FALSE,2,90,21.951,957.2836,7.735,4,3.08881269657,6.86409969028984,0.693147180559945
"Griffen_2007_f1b",FALSE,4,5,1.882,6.290064,0.627,4,0.632335041163188,1.83897124554135,1.38629436111989
"Griffen_2007_f1b",FALSE,4,10,4.599,44.729344,1.672,4,1.52583888855779,3.8006297515648,1.38629436111989
"Griffen_2007_f1b",FALSE,4,15,9.199,6.290064,0.627,4,2.21909478249502,1.83897124554135,1.38629436111989
"Griffen_2007_f1b",FALSE,4,20,16.098,69.956496,2.091,4,2.77869504067154,4.24787356313277,1.38629436111989
"Griffen_2007_f1b",FALSE,4,25,15.679,509.8564,5.645,4,2.75232223737831,6.23412911744303,1.38629436111989
"Griffen_2007_f1b",FALSE,4,30,26.341,252.428544,3.972,4,3.27112666066661,5.53112821460563,1.38629436111989
"Griffen_2007_f1b",FALSE,4,45,30.732,509.8564,5.645,4,3.42530445700539,6.23412911744303,1.38629436111989
"Griffen_2007_f1b",FALSE,4,60,29.686,2688.215104,12.962,4,3.39067555420257,7.89663272225083,1.38629436111989
"Griffen_2007_f1b",FALSE,4,90,59.373,1479.787024,9.617,4,4.08383957757695,7.29965345370047,1.38629436111989
"Griffen_2007_fA1a",FALSE,4,10,4.216,8.856576,0.744,4,1.43888681123906,2.18116023394169,1.38629436111989
"Griffen_2007_fA1a",FALSE,4,20,8.188,3.936256,0.496,4,2.10266966779904,1.37023001772536,1.38629436111989
"Griffen_2007_fA1a",FALSE,4,100,17.86,3.936256,0.496,4,2.88256357544835,1.37023001772536,1.38629436111989
"Griffen_2007_fA1a",FALSE,4,200,29.024,665.227264,6.448,4,3.36812307393273,6.50012873264844,1.38629436111989
"Griffen_2007_fA1a",FALSE,2,10,3.596,8.856576,0.744,4,1.27982211660937,2.18116023394169,0.693147180559945
"Griffen_2007_fA1a",FALSE,2,20,8.806,2.214144,0.372,4,2.17543330733356,0.7948658728218,0.693147180559945
"Griffen_2007_fA1a",FALSE,2,100,15.132,130.142464,2.852,4,2.71681170677078,4.86862972734388,0.693147180559945
"Griffen_2007_fA1a",FALSE,2,200,25.302,301.647424,4.342,4,3.23088344399248,5.70925886515198,0.693147180559945
"Griffen_2007_fA1b",FALSE,4,10,1.496,0.984064,0.248,4,0.402794879552285,-0.0160643433945286,1.38629436111989
"Griffen_2007_fA1b",FALSE,4,20,3.488,24.760576,1.244,4,1.24932850604673,3.20925271087376,1.38629436111989
"Griffen_2007_fA1b",FALSE,4,100,9.96,80.2816,2.24,4,2.29857707159651,4.38554045397368,1.38629436111989
"Griffen_2007_fA1b",FALSE,4,200,12.948,142.850304,2.988,4,2.560941336064,4.96179725678092,1.38629436111989
"Griffen_2007_fA1b",FALSE,2,10,1.744,1,0.25,4,0.556181325486788,0,0.693147180559945
"Griffen_2007_fA1b",FALSE,2,20,2.74,8.952064,0.748,4,1.00795792039998,2.19188412022446,0.693147180559945
"Griffen_2007_fA1b",FALSE,2,100,6.102,55.830784,1.868,4,1.80861658629448,4.02232540185308,0.693147180559945
"Griffen_2007_fA1b",FALSE,2,200,7.72,180.848704,3.362,4,2.04381436403668,5.19766079221263,0.693147180559945
"Hassan_1976_Ag",TRUE,1,10,2.2,4,0.4,5,0.78845736036427,1.38629436111989,0
"Hassan_1976_Ag",TRUE,1,20,6.6,12.25,0.7,5,1.88706964903238,2.50552593699074,0
"Hassan_1976_Ag",TRUE,1,40,13,132.25,2.3,5,2.56494935746154,4.88469407073841,0
"Hassan_1976_Ag",TRUE,1,60,13.4,81,1.8,5,2.59525470695687,4.39444915467244,0
"Hassan_1976_Ag",TRUE,1,80,12.4,49,1.4,5,2.51769647261099,3.89182029811063,0
"Hassan_1976_Ag",TRUE,2,10,3.8,4,0.4,5,1.33500106673234,1.38629436111989,0.693147180559945
"Hassan_1976_Ag",TRUE,2,20,10.2,20.25,0.9,5,2.32238772029023,3.00815479355255,0.693147180559945
"Hassan_1976_Ag",TRUE,2,40,16.4,49,1.4,5,2.79728133483015,3.89182029811063,0.693147180559945
"Hassan_1976_Ag",TRUE,2,60,29.4,144,2.4,5,3.38099467434464,4.969813299576,0.693147180559945
"Hassan_1976_Ag",TRUE,2,80,25.6,225,3,5,3.24259235148552,5.41610040220442,0.693147180559945
"Hassan_1976_Ag",TRUE,4,10,5.4,4,0.4,5,1.68639895357023,1.38629436111989,1.38629436111989
"Hassan_1976_Ag",TRUE,4,20,11.4,36,1.2,5,2.43361335540045,3.58351893845611,1.38629436111989
"Hassan_1976_Ag",TRUE,4,40,17,36,1.2,5,2.83321334405622,3.58351893845611,1.38629436111989
"Hassan_1976_Ag",TRUE,4,60,30.2,56.25,1.5,5,3.40784192438082,4.02980604108453,1.38629436111989
"Hassan_1976_Ag",TRUE,4,80,32.8,110.25,2.1,5,3.4904285153901,4.70275051432696,1.38629436111989
"Hassan_1976_Ag",TRUE,8,10,6.2,9,0.6,5,1.82454929205105,2.19722457733622,2.07944154167984
"Hassan_1976_Ag",TRUE,8,20,15.8,20.25,0.9,5,2.76000994003292,3.00815479355255,2.07944154167984
"Hassan_1976_Ag",TRUE,8,40,32,42.25,1.3,5,3.46573590279973,3.74360435380318,2.07944154167984
"Hassan_1976_Ag",TRUE,8,60,33.2,90.25,1.9,5,3.50254987592244,4.50258359721299,2.07944154167984
"Hassan_1976_Ag",TRUE,8,80,29.8,49,1.4,5,3.39450839351136,3.89182029811063,2.07944154167984
"Hassan_1976_Br",TRUE,1,10,3,30.25,1.1,5,1.09861228866811,3.40949618447685,0
"Hassan_1976_Br",TRUE,1,20,14,64,1.6,5,2.63905732961526,4.15888308335967,0
"Hassan_1976_Br",TRUE,1,40,12.2,72.25,1.7,5,2.50143595173921,4.28013232699254,0
"Hassan_1976_Br",TRUE,1,60,21.2,121,2.2,5,3.05400118167797,4.79579054559674,0
"Hassan_1976_Br",TRUE,1,80,12,100,2,5,2.484906649788,4.60517018598809,0
"Hassan_1976_Br",TRUE,2,10,6,72.25,1.7,5,1.79175946922805,4.28013232699254,0.693147180559945
"Hassan_1976_Br",TRUE,2,20,12,20.25,0.9,5,2.484906649788,3.00815479355255,0.693147180559945
"Hassan_1976_Br",TRUE,2,40,15.6,49,1.4,5,2.74727091425549,3.89182029811063,0.693147180559945
"Hassan_1976_Br",TRUE,2,60,22.2,156.25,2.5,5,3.10009228887823,5.05145728861651,0.693147180559945
"Hassan_1976_Br",TRUE,2,80,21.8,225,3,5,3.08190996979504,5.41610040220442,0.693147180559945
"Hassan_1976_Br",TRUE,4,10,8.2,30.25,1.1,5,2.10413415427021,3.40949618447685,1.38629436111989
"Hassan_1976_Br",TRUE,4,20,12.2,36,1.2,5,2.50143595173921,3.58351893845611,1.38629436111989
"Hassan_1976_Br",TRUE,4,40,23.6,100,2,5,3.16124671203156,4.60517018598809,1.38629436111989
"Hassan_1976_Br",TRUE,4,60,21,272.25,3.3,5,3.04452243772342,5.60672076181307,1.38629436111989
"Hassan_1976_Br",TRUE,4,80,21.4,182.25,2.7,5,3.06339092202781,5.20537937088877,1.38629436111989
"Hassan_1976_Br",TRUE,8,10,9,4,0.4,5,2.19722457733622,1.38629436111989,2.07944154167984
"Hassan_1976_Br",TRUE,8,20,15.2,42.25,1.3,5,2.72129542785223,3.74360435380318,2.07944154167984
"Hassan_1976_Br",TRUE,8,40,24.4,81,1.8,5,3.19458313229916,4.39444915467244,2.07944154167984
"Hassan_1976_Br",TRUE,8,60,16.2,144,2.4,5,2.78501124223834,4.969813299576,2.07944154167984
"Hassan_1976_Br",TRUE,8,80,21.6,100,2,5,3.07269331469012,4.60517018598809,2.07944154167984
"Hassan_1976_Pp",TRUE,1,10,1.8,20.25,0.9,5,0.587786664902119,3.00815479355255,0
"Hassan_1976_Pp",TRUE,1,20,10.4,90.25,1.9,5,2.34180580614733,4.50258359721299,0
"Hassan_1976_Pp",TRUE,1,40,14.8,25,1,5,2.69462718077007,3.2188758248682,0
"Hassan_1976_Pp",TRUE,1,60,17.8,81,1.8,5,2.87919845729804,4.39444915467244,0
"Hassan_1976_Pp",TRUE,1,80,15,156.25,2.5,5,2.70805020110221,5.05145728861651,0
"Hassan_1976_Pp",TRUE,2,10,8,2.25,0.3,5,2.07944154167984,0.810930216216329,0.693147180559945
"Hassan_1976_Pp",TRUE,2,20,11.2,16,0.8,5,2.41591377830105,2.77258872223978,0.693147180559945
"Hassan_1976_Pp",TRUE,2,40,14.6,36,1.2,5,2.68102152871429,3.58351893845611,0.693147180559945
"Hassan_1976_Pp",TRUE,2,60,15.2,16,0.8,5,2.72129542785223,2.77258872223978,0.693147180559945
"Hassan_1976_Pp",TRUE,2,80,17,81,1.8,5,2.83321334405622,4.39444915467244,0.693147180559945
"Hassan_1976_Pp",TRUE,4,10,6.8,4,0.4,5,1.91692261218206,1.38629436111989,1.38629436111989
"Hassan_1976_Pp",TRUE,4,20,10.6,36,1.2,5,2.36085400111802,3.58351893845611,1.38629436111989
"Hassan_1976_Pp",TRUE,4,40,14.6,110.25,2.1,5,2.68102152871429,4.70275051432696,1.38629436111989
"Hassan_1976_Pp",TRUE,4,60,21.4,306.25,3.5,5,3.06339092202781,5.72440176185894,1.38629436111989
"Hassan_1976_Pp",TRUE,4,80,17.2,64,1.6,5,2.84490938381941,4.15888308335967,1.38629436111989
"Hassan_1976_Pp",TRUE,8,10,4.6,12.25,0.7,5,1.52605630349505,2.50552593699074,2.07944154167984
"Hassan_1976_Pp",TRUE,8,20,11.4,36,1.2,5,2.43361335540045,3.58351893845611,2.07944154167984
"Hassan_1976_Pp",TRUE,8,40,25.4,196,2.8,5,3.23474917402449,5.27811465923052,2.07944154167984
"Hassan_1976_Pp",TRUE,8,60,29.6,182.25,2.7,5,3.38777436133001,5.20537937088877,2.07944154167984
"Hassan_1976_Pp",TRUE,8,80,24.6,110.25,2.1,5,3.20274644293832,4.70275051432696,2.07944154167984
"Hossie_2016_cl",FALSE,1,6,3.25,2.91666666666667,0.426956281914983,4,1.17865499634165,1.07044141170141,0
"Hossie_2016_cl",FALSE,3,6,3.25,2.25,0.375,4,1.17865499634165,0.810930216216329,1.09861228866811
"Hossie_2016_cl",FALSE,6,6,3.75,6.91666666666667,0.657488909919146,4,1.32175583998232,1.9339339580086,1.79175946922805
"Hossie_2016_cl",FALSE,1,12,5,9,1,3,1.6094379124341,2.19722457733622,0
"Hossie_2016_cl",FALSE,3,12,8,6,0.612372435695794,4,2.07944154167984,1.79175946922805,1.09861228866811
"Hossie_2016_cl",FALSE,6,12,7.5,3.66666666666667,0.478713553878169,4,2.01490302054226,1.29928298413026,1.79175946922805
"Hossie_2016_cl",FALSE,1,24,11.3333333333333,44.3333333333333,2.2194427061598,3,2.42774823594805,3.79173683955364,0
"Hossie_2016_cl",FALSE,3,24,14,21,1.52752523165195,3,2.63905732961526,3.04452243772342,1.09861228866811
"Hossie_2016_cl",FALSE,6,24,13.25,45.5833333333333,1.68788575837742,4,2.58399755243223,3.81954215263398,1.79175946922805
"Hossie_2016_cl",FALSE,1,60,11.3333333333333,8.33333333333333,0.962250448649376,3,2.42774823594805,2.12026353620009,0
"Hossie_2016_cl",FALSE,3,60,24.3333333333333,89.3333333333333,3.15054375083507,3,3.19184715248028,4.49237469184275,1.09861228866811
"Hossie_2016_cl",FALSE,6,60,42.6666666666667,121.333333333333,3.67171369819073,3,3.75341797525151,4.79854157896863,1.79175946922805
"Hossie_2016_ev",FALSE,1,6,3.25,5.58333333333333,0.590726953281576,4,1.17865499634165,1.71978596960297,0
"Hossie_2016_ev",FALSE,3,6,4.5,3,0.433012701892219,4,1.50407739677627,1.09861228866811,1.09861228866811
"Hossie_2016_ev",FALSE,6,6,2.5,3,0.433012701892219,4,0.916290731874155,1.09861228866811,1.79175946922805
"Hossie_2016_ev",FALSE,1,12,6.33333333333333,14.3333333333333,1.26197963240006,3,1.84582669049833,2.66258782702545,0
"Hossie_2016_ev",FALSE,3,12,6.75,4.91666666666667,0.554338945652086,4,1.90954250488444,1.59263079411772,1.09861228866811
"Hossie_2016_ev",FALSE,6,12,8.25,4.91666666666667,0.554338945652086,4,2.11021320034659,1.59263079411772,1.79175946922805
